IMMR_code,Disease,live_17-49,live_50-69,live_70+,live_NA,live_Total,year
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1048,1615,522,2,3558,2007
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1303,3384,1076,8,5830,2008
051,Malaignant neoplasm of oesophagus (C15),500,2281,907,5,3706,2008
052,Malignant neoplasm of stomach (C16),189,581,176,1,956,2008
053,Malignant neoplasm of colon (C18),574,1104,259,2,1951,2008
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",608,1448,397,4,2465,2008
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),91,386,144,1,716,2008
056,Malignant neoplasm of pancreas (C25),199,307,70,1,579,2008
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",63,196,63,0,325,2008
058,Malignant neoplasm of larnyx (C32),112,599,183,2,904,2008
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",616,2177,671,2,3478,2008
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",68,81,33,0,192,2008
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",397,211,70,1,1036,2008
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",173,288,137,0,613,2008
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",395,386,75,0,963,2008
064,Malignant neoplasm of breast (C50),2732,3890,495,3,7136,2008
065,Malignant neoplasm of cervix uteri (C53),958,1870,431,7,3272,2008
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",195,572,96,0,884,2008
067,Malignant neoplasm of placenta (C58),251,31,2,0,293,2008
